date,value
2010-11-30,22.6989
2010-12-07,22.1594
2010-12-14,21.2273
2010-12-21,20.1363
2010-12-28,21.1591
2011-01-04,19.9194
2011-01-11,18.1213
2011-01-18,16.7686
2011-01-25,17.6262
2011-02-01,19.4615
2011-02-08,22.3298
2011-02-15,24.0644
2011-02-22,25.1794
2011-03-01,27.1208
2011-03-08,26.8863
2011-03-15,25.0074
2011-03-22,25.5213
2011-03-29,29.6310
2011-04-05,30.5021
2011-04-12,29.2805
2011-04-19,29.2993
2011-04-26,28.8768
2011-05-03,27.0818
2011-05-10,25.1987
2011-05-17,23.9854
2011-05-24,23.8779
2011-05-31,28.8876
2011-06-07,29.6182
2011-06-14,28.3505
2011-06-21,30.1794
2011-06-28,25.7670
2011-07-05,25.3151
2011-07-12,28.6556
2011-07-19,27.9016
2011-07-26,29.4652
2011-08-02,31.0121
2011-08-09,24.1140
2011-08-16,22.9396
2011-08-23,19.4491
2011-08-30,20.4574
2011-09-06,19.6323
2011-09-13,18.8364
2011-09-20,16.6082
2011-09-27,15.6998
2011-10-04,15.8193
2011-10-11,16.3174
2011-10-18,16.0615
2011-10-25,17.1503
2011-11-01,18.8653
2011-11-08,19.7663
2011-11-15,20.4792
2011-11-22,21.9915
2011-11-29,22.6175
2011-12-06,23.0763
2011-12-13,20.6312
2011-12-20,17.5763
2011-12-27,17.9302
2012-01-03,17.2071
2012-01-10,17.1490
2012-01-17,17.5235
2012-01-24,19.1212
2012-01-31,24.1369
2012-02-07,25.1519
2012-02-14,24.2377
2012-02-21,25.0558
2012-02-28,26.7859
2012-03-06,21.5944
2012-03-13,20.2728
2012-03-20,16.7701
2012-03-27,20.8193
2012-04-03,18.9651
2012-04-10,17.0900
2012-04-17,17.5321
2012-04-24,16.7628
2012-05-01,17.8909
2012-05-08,13.8549
2012-05-15,11.2414
2012-05-22,10.6204
2012-05-29,11.4709
2012-06-05,13.9786
2012-06-12,14.3370
2012-06-19,14.9098
2012-06-26,12.8256
2012-07-03,16.1570
2012-07-10,13.2149
2012-07-17,13.6433
2012-07-24,10.5410
2012-07-31,14.9310
2012-08-07,13.7340
2012-08-14,13.2421
2012-08-21,17.0877
2012-08-28,19.6484
2012-09-04,20.4022
2012-09-11,21.6865
2012-09-18,22.0598
2012-09-25,25.0076
2012-10-02,25.7567
2012-10-09,26.1012
2012-10-16,25.2043
2012-10-23,22.5482
2012-10-30,21.7253
2012-11-06,18.5828
2012-11-13,19.5157
2012-11-20,20.4839
2012-11-27,25.9115
2012-12-04,20.6586
2012-12-11,20.7755
2012-12-18,17.7547
2012-12-24,16.1565
2012-12-31,17.7683
2013-01-08,14.9719
2013-01-15,15.5729
2013-01-22,16.3052
2013-01-29,13.7236
2013-02-05,14.2316
2013-02-12,11.1729
2013-02-19,6.3531
2013-02-26,8.4332
2013-03-05,5.9417
2013-03-12,6.3338
2013-03-19,9.9837
2013-03-26,9.4887
2013-04-02,7.2896
2013-04-09,8.5774
2013-04-16,7.6200
2013-04-23,5.5984
2013-04-30,7.3047
2013-05-07,6.3092
2013-05-14,4.8571
2013-05-21,4.2122
2013-05-28,6.9507
2013-06-04,8.6543
2013-06-11,8.0810
2013-06-18,5.6507
2013-06-25,4.4904
2013-07-02,4.4152
2013-07-09,4.4134
2013-07-16,6.7424
2013-07-23,8.4360
2013-07-30,9.0502
2013-08-06,6.5178
2013-08-13,7.7338
2013-08-20,9.8004
2013-08-27,13.5389
2013-09-03,13.7118
2013-09-10,11.7721
2013-09-17,9.4926
2013-09-24,10.7839
2013-10-01,10.5792
2013-10-08,12.3129
2013-10-15,8.7333
2013-10-22,11.0901
2013-10-29,14.4796
2013-11-05,12.6027
2013-11-12,7.6567
2013-11-19,6.1108
2013-11-26,4.9874
2013-12-03,4.1767
2013-12-10,5.3107
2013-12-17,4.9539
2013-12-24,4.3000
2013-12-31,5.4255
2014-01-07,6.3844
2014-01-14,6.5106
2014-01-21,6.5314
2014-01-28,9.9780
2014-02-04,9.8644
2014-02-11,11.2260
2014-02-18,13.8404
2014-02-25,17.8589
2014-03-04,18.0063
2014-03-11,17.9769
2014-03-18,19.4428
2014-03-25,17.7699
2014-04-01,17.4942
2014-04-08,16.0258
2014-04-15,14.3524
2014-04-22,14.3270
2014-04-29,14.4682
2014-05-06,15.7964
2014-05-13,14.6975
2014-05-20,14.1818
2014-05-27,11.2096
2014-06-03,8.4482
2014-06-10,8.5617
2014-06-17,11.0676
2014-06-24,17.8879
2014-07-01,21.6599
2014-07-08,22.5953
2014-07-15,20.6359
2014-07-22,21.1575
2014-07-29,21.2186
2014-08-05,18.4910
2014-08-12,22.9940
2014-08-19,20.3529
2014-08-26,16.7858
2014-09-02,13.0313
2014-09-09,11.8817
2014-09-16,8.9122
2014-09-23,6.8667
2014-09-30,6.1864
2014-10-07,6.0160
2014-10-14,8.1076
2014-10-21,11.2491
2014-10-28,10.9566
2014-11-04,6.5187
2014-11-11,5.2585
